deviceId,gpsTime,latitude,longitude,deviceSpeed,ignition,orientation,vehicleClass
DEVICE001,1710548160000,23.131866,89.539282,1.6,True,185.3,1
DEVICE001,1710549720000,23.131733,89.539309,4.3,True,186.6,6
DEVICE001,1710550080000,23.131735,89.539312,2.5,True,96.1,2
DEVICE001,1710550260000,23.131834,89.539407,1.2,True,198.8,1
DEVICE001,1710550740000,23.13185,89.539222,1.4,True,10.4,6
DEVICE001,1710551700000,23.131806,89.539352,2.3,True,215.8,2
DEVICE001,1710553980000,23.131717,89.539313,4.6,True,299.6,4
DEVICE001,1710554100000,23.131793,89.539106,0.3,True,122.4,6
DEVICE001,1710554340000,23.131686,89.539296,3.6,True,300.5,4
DEVICE001,1710555840000,23.131737,89.539359,2.3,True,251.1,6
DEVICE001,1710555840000,23.13177,89.539271,1.2,True,268.1,4
DEVICE001,1710555840000,23.131804,89.53916,4.9,True,54.8,1
DEVICE001,1710557520000,23.131737,89.539112,0.0,True,208.8,4
DEVICE001,1710557700000,23.131676,89.539279,0.7,True,198.7,6
DEVICE001,1710558240000,23.131855,89.539283,2.3,True,249.4,1
DEVICE001,1710559920000,23.131743,89.539341,4.8,True,304.2,1
DEVICE001,1710559980000,23.131821,89.539306,4.6,True,313.5,2
DEVICE001,1710561240000,23.131709,89.539191,1.6,True,343.5,4
DEVICE001,1710561720000,23.13178,89.539452,3.1,True,103.5,2
DEVICE001,1710562200000,23.13169,89.539238,0.9,True,245.9,4
DEVICE001,1710562680000,23.131698,89.539332,1.8,True,148.3,2
DEVICE001,1710563280000,23.131758,89.539324,0.8,True,116.8,1
DEVICE001,1710564420000,23.131933,89.539278,0.5,True,253.4,1
DEVICE001,1710565020000,23.131888,89.539213,4.0,True,56.9,4
DEVICE001,1710565080000,23.131782,89.539442,2.9,True,165.4,1
DEVICE001,1710565920000,23.131794,89.539263,5.0,True,137.3,3
DEVICE001,1710566220000,23.13188,89.53917,0.0,True,350.5,6
DEVICE001,1710567360000,23.131759,89.539281,1.5,True,298.8,4
DEVICE001,1710567420000,23.131914,89.539264,1.5,True,164.5,3
DEVICE001,1710568020000,23.131833,89.539254,2.5,True,287.6,6
DEVICE001,1710569460000,23.134091,89.529343,21.0,True,131.7,6
DEVICE001,1710569640000,23.126309,89.534119,34.1,True,259.5,2
DEVICE001,1710571020000,23.139199,89.547359,25.9,True,117.6,4
DEVICE001,1710571200000,23.130778,89.538283,17.9,True,283.9,1
DEVICE001,1710572280000,23.137432,89.548819,23.2,True,339.9,3
DEVICE001,1710572760000,23.124926,89.54054,35.2,True,339.5,3
DEVICE001,1710572820000,23.133816,89.537544,17.9,True,163.3,6
