deviceId,gpsTime,latitude,longitude,deviceSpeed,ignition,orientation,vehicleClass
DEVICE001,1710461700000,23.131753,89.539151,1.1,True,321.2,1
DEVICE001,1710461820000,23.131947,89.539308,4.0,True,251.3,3
DEVICE001,1710461820000,23.131853,89.539277,0.8,True,33.4,1
DEVICE001,1710462900000,23.131692,89.539199,1.0,True,79.4,6
DEVICE001,1710463020000,23.131835,89.539314,2.1,True,181.9,1
DEVICE001,1710465000000,23.131785,89.539377,1.9,True,337.2,1
DEVICE001,1710466560000,23.131899,89.539363,1.0,True,278.3,1
DEVICE001,1710467640000,23.131763,89.53933,1.7,True,165.4,1
DEVICE001,1710467640000,23.131831,89.539348,1.2,True,228.8,3
DEVICE001,1710467940000,23.131588,89.53924,1.9,True,222.7,3
DEVICE001,1710468480000,23.131693,89.539271,1.2,True,210.5,6
DEVICE001,1710468780000,23.13159,89.539436,3.3,True,165.2,3
DEVICE001,1710468840000,23.131861,89.539156,3.4,True,82.5,1
DEVICE001,1710469500000,23.13182,89.5393,1.8,True,177.7,1
DEVICE001,1710470400000,23.131758,89.539241,0.9,True,136.6,6
DEVICE001,1710471060000,23.131758,89.539369,1.6,True,339.4,3
DEVICE001,1710471300000,23.131642,89.539173,0.5,True,152.0,1
DEVICE001,1710472020000,23.13177,89.539307,1.5,True,260.0,3
DEVICE001,1710473040000,23.131691,89.539316,3.0,True,199.2,1
DEVICE001,1710473520000,23.131718,89.539298,3.8,True,225.1,6
DEVICE001,1710473880000,23.131724,89.539343,1.0,True,343.3,6
DEVICE001,1710474180000,23.131714,89.539188,3.6,True,96.1,3
DEVICE001,1710475080000,23.131757,89.539318,0.0,True,334.5,3
DEVICE001,1710475380000,23.131729,89.539284,1.2,True,263.5,1
DEVICE001,1710476160000,23.131563,89.53914,2.6,True,334.4,2
DEVICE001,1710477900000,23.13191,89.539296,1.6,True,157.7,6
DEVICE001,1710478080000,23.131869,89.539405,2.7,True,340.9,2
DEVICE001,1710479220000,23.131785,89.539309,1.2,True,199.4,6
DEVICE001,1710479280000,23.131862,89.539212,3.6,True,87.5,4
